interface,link_status,carrier_transitions,input_errors,bit_errors,errored_blocks,fec_corrected,fec_uncorrected,crc_errors,temperature,temp_high_alarm,temp_low_alarm,temp_high_warn,temp_low_warn,bias_current,bias_high_alarm,bias_low_alarm,tx_power_mw,tx_power_dbm,rx_power_mw,rx_power_dbm,rx_high_alarm,rx_low_alarm,rx_high_warn,rx_low_warn,timestamp,switch
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:00:32,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:00:32,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:00:32,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.685,Off,Off,1.052,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:00:32,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:05:33,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:05:33,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:05:33,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:05:33,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:10:35,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:10:35,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:10:35,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.719,Off,Off,1.058,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:10:35,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:15:36,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:15:36,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:15:36,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.677,Off,Off,1.051,0.22,0.771,-1.13,Off,Off,Off,Off,2026-09-02 04:15:36,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:20:37,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:20:37,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:20:37,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.685,Off,Off,1.052,0.22,0.771,-1.13,Off,Off,Off,Off,2026-09-02 04:20:37,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:25:38,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:25:38,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:25:38,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,37.0,Off,Off,Off,Off,6.699,Off,Off,1.056,0.24,0.771,-1.13,Off,Off,Off,Off,2026-09-02 04:25:38,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:30:40,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:30:40,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:30:40,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.705,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:30:40,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:35:41,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:35:41,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:35:41,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.693,Off,Off,1.054,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-02 04:35:41,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:40:42,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:40:42,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:40:42,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.693,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:40:42,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:45:43,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:45:43,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:45:43,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.71,Off,Off,1.053,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:45:43,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:50:45,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:50:45,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:50:45,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,36.0,Off,Off,Off,Off,6.703,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:50:45,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:55:46,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:55:46,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:55:46,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.711,Off,Off,1.057,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 04:55:46,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:00:47,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:00:47,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:00:47,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.711,Off,Off,1.053,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 05:00:47,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:05:48,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:05:48,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:05:48,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-02 05:05:48,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:10:50,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:10:50,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:10:50,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.688,Off,Off,1.054,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-02 05:10:50,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:15:51,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:15:51,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:15:51,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.691,Off,Off,1.053,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-02 05:15:51,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:20:52,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:20:52,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:20:52,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.685,Off,Off,1.052,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-02 05:20:52,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:25:53,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:25:53,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:25:53,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.697,Off,Off,1.054,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-02 05:25:53,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:30:55,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:30:55,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:30:55,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.705,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 05:30:55,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:35:56,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:35:56,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:35:56,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.052,0.22,0.801,-0.96,Off,Off,Off,Off,2026-09-02 05:35:56,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:40:57,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:40:57,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:40:57,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.697,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 05:40:57,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:45:58,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:45:58,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:45:58,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.691,Off,Off,1.054,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 05:45:58,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:51:00,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:51:00,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:51:00,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.691,Off,Off,1.053,0.23,0.801,-0.96,Off,Off,Off,Off,2026-09-02 05:51:00,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:56:01,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:56:01,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:56:01,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.053,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-02 05:56:01,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:01:02,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:01:02,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:01:02,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.71,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 06:01:02,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:06:04,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:06:04,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:06:04,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.697,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 06:06:04,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:11:05,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:11:05,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:11:05,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.052,0.22,0.771,-1.13,Off,Off,Off,Off,2026-09-02 06:11:05,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:16:06,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:16:06,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:16:06,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.677,Off,Off,1.054,0.23,0.771,-1.13,Off,Off,Off,Off,2026-09-02 06:16:06,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:21:08,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:21:08,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:21:08,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.711,Off,Off,1.057,0.24,0.801,-0.96,Off,Off,Off,Off,2026-09-02 06:21:08,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:26:09,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:26:09,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:26:09,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.677,Off,Off,1.054,0.23,0.801,-0.96,Off,Off,Off,Off,2026-09-02 06:26:09,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:31:10,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:31:10,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:31:10,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.697,Off,Off,1.055,0.23,0.801,-0.96,Off,Off,Off,Off,2026-09-02 06:31:10,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:36:11,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:36:11,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:36:11,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 06:36:11,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:41:13,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:41:13,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:41:13,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.685,Off,Off,1.052,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-02 06:41:13,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:46:14,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:46:14,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:46:14,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.71,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 06:46:14,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:51:15,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:51:15,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:51:15,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.052,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-02 06:51:15,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:56:17,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:56:17,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:56:17,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.711,Off,Off,1.057,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 06:56:17,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:01:18,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:01:18,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:01:18,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.699,Off,Off,1.055,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 07:01:18,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:06:19,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:06:19,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:06:19,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,6.691,Off,Off,1.053,0.23,0.786,-1.05,Off,Off,Off,Off,2026-09-02 07:06:19,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:11:20,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:11:20,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:11:20,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.705,Off,Off,1.056,0.24,0.786,-1.05,Off,Off,Off,Off,2026-09-02 07:11:20,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:16:22,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:16:22,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:16:22,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.679,Off,Off,1.053,0.22,0.786,-1.05,Off,Off,Off,Off,2026-09-02 07:16:22,sw-A
et-0/0/48,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:21:23,sw-A
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:21:23,sw-A
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:21:23,sw-A
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,6.717,Off,Off,1.058,0.24,0.771,-1.13,Off,Off,Off,Off,2026-09-02 07:21:23,sw-A
