interface,link_status,carrier_transitions,input_errors,bit_errors,errored_blocks,fec_corrected,fec_uncorrected,crc_errors,temperature,temp_high_alarm,temp_low_alarm,temp_high_warn,temp_low_warn,bias_current,bias_high_alarm,bias_low_alarm,tx_power_mw,tx_power_dbm,rx_power_mw,rx_power_dbm,rx_high_alarm,rx_low_alarm,rx_high_warn,rx_low_warn,timestamp,switch
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.464,Off,Off,0.938,-0.28,0.695,-1.58,Off,Off,Off,Off,2026-09-01 16:26:42,sw-B
et-0/0/48,Up,1,0,0,0,217,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:31:44,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:31:44,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:31:44,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.539,Off,Off,0.894,-0.49,0.696,-1.58,Off,Off,Off,Off,2026-09-01 16:31:44,sw-B
et-0/0/48,Up,1,0,0,0,217,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:36:45,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:36:45,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:36:45,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.504,Off,Off,0.94,-0.27,0.695,-1.58,Off,Off,Off,Off,2026-09-01 16:36:45,sw-B
et-0/0/48,Up,1,0,0,0,222,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:41:47,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:41:47,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:41:47,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.546,Off,Off,0.896,-0.48,0.696,-1.58,Off,Off,Off,Off,2026-09-01 16:41:47,sw-B
et-0/0/48,Up,1,0,0,0,224,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:46:48,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:46:48,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:46:48,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.499,Off,Off,0.892,-0.5,0.698,-1.56,Off,Off,Off,Off,2026-09-01 16:46:48,sw-B
et-0/0/48,Up,1,0,0,0,239,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:51:49,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:51:49,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:51:49,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.48,Off,Off,0.897,-0.47,0.699,-1.55,Off,Off,Off,Off,2026-09-01 16:51:49,sw-B
et-0/0/48,Up,1,0,0,0,264,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:56:50,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:56:50,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 16:56:50,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.469,Off,Off,0.891,-0.5,0.699,-1.55,Off,Off,Off,Off,2026-09-01 16:56:50,sw-B
et-0/0/48,Up,1,0,0,0,270,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:01:52,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:01:52,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:01:52,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,37.0,Off,Off,Off,Off,7.489,Off,Off,0.894,-0.49,0.699,-1.56,Off,Off,Off,Off,2026-09-01 17:01:52,sw-B
et-0/0/48,Up,1,0,0,0,272,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:06:53,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:06:53,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:06:53,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.464,Off,Off,0.921,-0.36,0.7,-1.55,Off,Off,Off,Off,2026-09-01 17:06:53,sw-B
et-0/0/48,Up,1,0,0,0,272,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:11:54,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:11:54,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:11:54,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.519,Off,Off,0.891,-0.5,0.703,-1.53,Off,Off,Off,Off,2026-09-01 17:11:54,sw-B
et-0/0/48,Up,1,0,0,0,272,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:16:56,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:16:56,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:16:56,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.572,Off,Off,0.898,-0.47,0.705,-1.52,Off,Off,Off,Off,2026-09-01 17:16:56,sw-B
et-0/0/48,Up,1,0,0,0,272,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:21:57,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:21:57,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:21:57,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.576,Off,Off,0.91,-0.41,0.702,-1.53,Off,Off,Off,Off,2026-09-01 17:21:57,sw-B
et-0/0/48,Up,1,0,0,0,272,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:26:58,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:26:58,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:26:58,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.526,Off,Off,0.908,-0.42,0.704,-1.52,Off,Off,Off,Off,2026-09-01 17:26:58,sw-B
et-0/0/48,Up,1,0,0,0,272,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:31:59,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:31:59,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:31:59,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.493,Off,Off,0.898,-0.47,0.702,-1.54,Off,Off,Off,Off,2026-09-01 17:31:59,sw-B
et-0/0/48,Up,1,0,0,0,283,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:37:00,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:37:00,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:37:00,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.519,Off,Off,0.917,-0.38,0.701,-1.54,Off,Off,Off,Off,2026-09-01 17:37:00,sw-B
et-0/0/48,Up,1,0,0,0,296,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:42:02,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:42:02,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:42:02,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.473,Off,Off,0.929,-0.32,0.705,-1.52,Off,Off,Off,Off,2026-09-01 17:42:02,sw-B
et-0/0/48,Up,1,0,0,0,314,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:47:03,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:47:03,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:47:03,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.484,Off,Off,0.918,-0.37,0.704,-1.52,Off,Off,Off,Off,2026-09-01 17:47:03,sw-B
et-0/0/48,Up,1,0,0,0,320,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:52:04,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:52:04,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:52:04,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.585,Off,Off,0.921,-0.36,0.705,-1.52,Off,Off,Off,Off,2026-09-01 17:52:04,sw-B
et-0/0/48,Up,1,0,0,0,329,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:57:06,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:57:06,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 17:57:06,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.469,Off,Off,0.917,-0.38,0.705,-1.52,Off,Off,Off,Off,2026-09-01 17:57:06,sw-B
et-0/0/48,Up,1,0,0,0,329,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:02:07,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:02:07,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:02:07,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.556,Off,Off,0.912,-0.4,0.7,-1.55,Off,Off,Off,Off,2026-09-01 18:02:07,sw-B
et-0/0/48,Up,1,0,0,0,329,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:07:08,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:07:08,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:07:08,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.53,Off,Off,0.914,-0.39,0.695,-1.58,Off,Off,Off,Off,2026-09-01 18:07:08,sw-B
et-0/0/48,Up,1,0,0,0,333,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:12:09,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:12:09,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:12:09,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.53,Off,Off,0.911,-0.41,0.693,-1.59,Off,Off,Off,Off,2026-09-01 18:12:09,sw-B
et-0/0/48,Up,1,0,0,0,348,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:17:11,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:17:11,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:17:11,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.616,Off,Off,0.934,-0.3,0.693,-1.59,Off,Off,Off,Off,2026-09-01 18:17:11,sw-B
et-0/0/48,Up,1,0,0,0,385,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:22:12,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:22:12,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:22:12,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.493,Off,Off,0.912,-0.4,0.693,-1.59,Off,Off,Off,Off,2026-09-01 18:22:12,sw-B
et-0/0/48,Up,1,0,0,0,408,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:27:13,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:27:13,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:27:13,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.572,Off,Off,0.932,-0.3,0.692,-1.6,Off,Off,Off,Off,2026-09-01 18:27:13,sw-B
et-0/0/48,Up,1,0,0,0,411,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:32:14,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:32:14,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:32:14,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.576,Off,Off,0.914,-0.39,0.688,-1.62,Off,Off,Off,Off,2026-09-01 18:32:14,sw-B
et-0/0/48,Up,1,0,0,0,414,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:37:16,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:37:16,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:37:16,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.546,Off,Off,0.93,-0.32,0.694,-1.59,Off,Off,Off,Off,2026-09-01 18:37:16,sw-B
et-0/0/48,Up,1,0,0,0,415,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:42:17,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:42:17,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:42:17,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.504,Off,Off,0.926,-0.34,0.691,-1.6,Off,Off,Off,Off,2026-09-01 18:42:17,sw-B
et-0/0/48,Up,1,0,0,0,415,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:47:18,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:47:18,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:47:18,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.515,Off,Off,0.927,-0.33,0.692,-1.6,Off,Off,Off,Off,2026-09-01 18:47:18,sw-B
et-0/0/48,Up,1,0,0,0,416,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:52:19,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:52:19,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:52:19,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.572,Off,Off,0.928,-0.32,0.692,-1.6,Off,Off,Off,Off,2026-09-01 18:52:19,sw-B
et-0/0/48,Up,1,0,0,0,426,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:57:21,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:57:21,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 18:57:21,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.504,Off,Off,0.929,-0.32,0.693,-1.59,Off,Off,Off,Off,2026-09-01 18:57:21,sw-B
et-0/0/48,Up,1,0,0,0,471,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:02:22,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:02:22,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:02:22,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.546,Off,Off,0.933,-0.3,0.692,-1.6,Off,Off,Off,Off,2026-09-01 19:02:22,sw-B
et-0/0/48,Up,1,0,0,0,538,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:07:23,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:07:23,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:07:23,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.535,Off,Off,0.925,-0.34,0.694,-1.58,Off,Off,Off,Off,2026-09-01 19:07:23,sw-B
et-0/0/48,Up,1,0,0,0,635,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:12:25,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:12:25,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:12:25,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,37.0,Off,Off,Off,Off,7.515,Off,Off,0.921,-0.36,0.692,-1.6,Off,Off,Off,Off,2026-09-01 19:12:25,sw-B
et-0/0/48,Up,1,0,0,0,660,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:17:26,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:17:26,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:17:26,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.46,Off,Off,0.929,-0.32,0.697,-1.57,Off,Off,Off,Off,2026-09-01 19:17:26,sw-B
et-0/0/48,Up,1,0,0,0,663,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:22:27,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:22:27,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:22:27,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.526,Off,Off,0.924,-0.34,0.695,-1.58,Off,Off,Off,Off,2026-09-01 19:22:27,sw-B
et-0/0/48,Up,1,0,0,0,664,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:27:29,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:27:29,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:27:29,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.519,Off,Off,0.924,-0.34,0.696,-1.58,Off,Off,Off,Off,2026-09-01 19:27:29,sw-B
et-0/0/48,Up,1,0,0,0,664,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:32:30,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:32:30,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:32:30,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.55,Off,Off,0.922,-0.35,0.696,-1.57,Off,Off,Off,Off,2026-09-01 19:32:30,sw-B
et-0/0/48,Up,1,0,0,0,664,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:37:31,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:37:31,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:37:31,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.469,Off,Off,0.938,-0.28,0.694,-1.58,Off,Off,Off,Off,2026-09-01 19:37:31,sw-B
et-0/0/48,Up,1,0,0,0,664,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:42:32,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:42:32,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:42:32,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.51,Off,Off,0.925,-0.34,0.697,-1.57,Off,Off,Off,Off,2026-09-01 19:42:32,sw-B
et-0/0/48,Up,1,0,0,0,665,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:47:34,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:47:34,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:47:34,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.499,Off,Off,0.94,-0.27,0.694,-1.58,Off,Off,Off,Off,2026-09-01 19:47:34,sw-B
et-0/0/48,Up,1,0,0,0,666,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:52:35,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:52:35,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-01 19:52:35,sw-B
